Department (en),Learner Province (en),Date,Course Code,Course Title (en),Offering Delivery Type (en),Offering Language,Registration No Show Flag,Registration Status (en),Offering Status,Instructor Name
Department of Citizenship and Immigration,Outside Canada,2020-09-22 0:00,I605,Building a Culture of Design Thinking (I605),Online - Self-paced,English/Anglais,0,Confirmed,N/a,Unknown
Department of Citizenship and Immigration,Quebec,2020-08-13 0:00,I633,Agile Project Scheduling and Monitoring (I633),Online - Self-paced,English/Anglais,0,Confirmed,N/a,Unknown
Department of Citizenship and Immigration,Quebec,2020-11-09 0:00,I602,Digital in Practice (I602),Virtual Classroom,French/Français,0,Confirmed,Open - Normal,Isa David
Department of Citizenship and Immigration,Québec_NCR,2020-07-06 0:00,I621,Getting Started with Cloud Computing (I621),Virtual Classroom,English/Anglais,0,Confirmed,Open - Normal,Unknown
Department of Citizenship and Immigration,Québec_NCR,2020-09-11 0:00,I558,Agile Stakeholder Engagement and Team Development (I558),Online - Self-paced,English/Anglais,0,Confirmed,N/a,Unknown
Department of Citizenship and Immigration,Québec_NCR,2020-09-11 0:00,I631,Achieving Digital Dexterity (I631),Online - Self-paced,English/Anglais,0,Confirmed,N/a,Unknown
Department of Citizenship and Immigration,Québec_NCR,2020-09-11 0:00,I631,Achieving Digital Dexterity (I631),Online - Self-paced,French/Français,0,Cancelled,N/a,Unknown
Department of Citizenship and Immigration,Québec_NCR,2020-09-16 0:00,I615,Applying Virtual Assistant Technology (I615),Online - Self-paced,French/Français,0,Cancelled,N/a,Unknown
Department of Citizenship and Immigration,Québec_NCR,2020-09-22 0:00,I623,Embracing the Cloud for Business Efficiency (I623),Online - Self-paced,French/Français,0,Cancelled,N/a,Unknown
Department of Citizenship and Immigration,Québec_NCR,2020-10-05 0:00,I621,Getting Started with Cloud Computing (I621),Virtual Classroom,French/Français,0,Confirmed,Open - Normal,Unknown
Department of Citizenship and Immigration,Québec_NCR,2020-12-02 0:00,I602,Digital in Practice (I602),Virtual Classroom,English/Anglais,0,Confirmed,Open - Normal,Richard Landry
Department of Employment and Social Development,Alberta,2020-08-17 0:00,I633,Agile Project Scheduling and Monitoring (I633),Online - Self-paced,English/Anglais,0,Confirmed,N/a,Unknown
Department of Employment and Social Development,Alberta,2020-09-04 0:00,I631,Achieving Digital Dexterity (I631),Online - Self-paced,English/Anglais,0,Confirmed,N/a,Unknown
Department of Employment and Social Development,Alberta,2020-09-11 0:00,I631,Achieving Digital Dexterity (I631),Online - Self-paced,English/Anglais,0,Confirmed,N/a,Unknown
Department of Employment and Social Development,Alberta,2020-09-14 0:00,I607,Exploring Customer Journey Mapping (I607),Online - Self-paced,English/Anglais,0,Confirmed,N/a,Unknown
Department of Employment and Social Development,Alberta,2020-09-21 0:00,I611,Connecting with the Internet of Things (I611),Online - Self-paced,English/Anglais,0,Confirmed,N/a,Unknown
Department of Employment and Social Development,Alberta,2020-09-22 0:00,I634,Cultivating Cross-functional Team Collaboration (I634),Online - Self-paced,English/Anglais,0,Confirmed,N/a,Unknown
Department of Employment and Social Development,Alberta,2020-11-06 0:00,I602,Digital in Practice (I602),Virtual Classroom,English/Anglais,0,Confirmed,Open - Normal,Richard Landry
Department of Employment and Social Development,British Columbia,2020-08-18 0:00,I610,Achieving Customer-centric Design with User Personas (I610),Online - Self-paced,English/Anglais,0,Confirmed,N/a,Unknown
Department of Employment and Social Development,British Columbia,2020-09-22 0:00,I602,Digital in Practice (I602),Virtual Classroom,English/Anglais,0,Confirmed,Open - Normal,Jean-Marc Dupont
Department of Employment and Social Development,British Columbia,2020-09-23 0:00,I632,Agile Principles and Methodologies (I632),Online - Self-paced,English/Anglais,0,Cancelled,N/a,Unknown
Department of Employment and Social Development,British Columbia,2020-09-23 0:00,I632,Agile Principles and Methodologies (I632),Online - Self-paced,French/Français,0,Cancelled,N/a,Unknown
Department of Employment and Social Development,British Columbia,2020-10-21 0:00,I602,Digital in Practice (I602),Virtual Classroom,English/Anglais,0,Confirmed,Open - Normal,Jean-Marc Dupont
Department of Employment and Social Development,Manitoba,2020-09-11 0:00,I631,Achieving Digital Dexterity (I631),Online - Self-paced,English/Anglais,0,Confirmed,N/a,Unknown
Department of Employment and Social Development,Manitoba,2020-09-16 0:00,I615,Applying Virtual Assistant Technology (I615),Online - Self-paced,English/Anglais,0,Confirmed,N/a,Unknown
Department of Employment and Social Development,Manitoba,2020-09-16 0:00,I631,Achieving Digital Dexterity (I631),Online - Self-paced,English/Anglais,0,Confirmed,N/a,Unknown
Department of Employment and Social Development,Manitoba,2020-10-14 0:00,I500,Discover Digital for Executives (I500),Virtual Classroom,English/Anglais,0,Confirmed,Open - Normal,Elizabeth McKeown
Department of Employment and Social Development,NCR/RCN,2020-09-14 0:00,I500,Discover Digital for Executives (I500),Virtual Classroom,English/Anglais,0,Confirmed,Delivered - Normal,"Elizabeth McKeown, Felicity Mulgan"
Department of Employment and Social Development,New Brunswick,2020-09-03 0:00,I631,Achieving Digital Dexterity (I631),Online - Self-paced,English/Anglais,0,Confirmed,N/a,Unknown
Department of Employment and Social Development,New Brunswick,2020-09-09 0:00,I623,Embracing the Cloud for Business Efficiency (I623),Online - Self-paced,French/Français,0,Confirmed,N/a,Unknown
Department of Employment and Social Development,New Brunswick,2020-09-17 0:00,I615,Applying Virtual Assistant Technology (I615),Online - Self-paced,English/Anglais,0,Confirmed,N/a,Unknown
Department of Employment and Social Development,New Brunswick,2020-09-22 0:00,I602,Digital in Practice (I602),Virtual Classroom,English/Anglais,0,Cancelled,Open - Normal,Jean-Marc Dupont
Department of Employment and Social Development,New Brunswick,2020-10-30 0:00,I602,Digital in Practice (I602),Virtual Classroom,English/Anglais,0,Confirmed,Open - Normal,Richard Landry
Department of Employment and Social Development,New Brunswick,2020-11-06 0:00,I602,Digital in Practice (I602),Virtual Classroom,English/Anglais,0,Confirmed,Open - Normal,Richard Landry
Department of Employment and Social Development,New Brunswick,2020-12-07 0:00,I602,Digital in Practice (I602),Virtual Classroom,French/Français,0,Confirmed,Open - Normal,Isa David
Department of Employment and Social Development,Newfoundland and Labrador,2020-07-06 0:00,I621,Getting Started with Cloud Computing (I621),Virtual Classroom,English/Anglais,0,Cancelled,Open - Normal,Unknown
Department of Employment and Social Development,Newfoundland and Labrador,2020-10-30 0:00,I602,Digital in Practice (I602),Virtual Classroom,English/Anglais,0,Confirmed,Open - Normal,Richard Landry
Department of Employment and Social Development,Newfoundland and Labrador,2020-11-06 0:00,I602,Digital in Practice (I602),Virtual Classroom,English/Anglais,0,Confirmed,Open - Normal,Richard Landry
Department of Employment and Social Development,Newfoundland and Labrador,2020-11-18 0:00,I602,Digital in Practice (I602),Virtual Classroom,English/Anglais,0,Confirmed,Open - Normal,Isa David
Department of Employment and Social Development,Nova Scotia,2020-12-07 0:00,I602,Digital in Practice (I602),Virtual Classroom,French/Français,0,Confirmed,Open - Normal,Isa David
Department of Employment and Social Development,Ontario,2020-07-06 0:00,I621,Getting Started with Cloud Computing (I621),Virtual Classroom,English/Anglais,0,Confirmed,Open - Normal,Unknown
Department of Employment and Social Development,Ontario,2020-08-12 0:00,I633,Agile Project Scheduling and Monitoring (I633),Online - Self-paced,English/Anglais,0,Confirmed,N/a,Unknown
Department of Employment and Social Development,Ontario,2020-08-14 0:00,I610,Achieving Customer-centric Design with User Personas (I610),Online - Self-paced,English/Anglais,0,Confirmed,N/a,Unknown
Department of Employment and Social Development,Ontario,2020-08-14 0:00,I615,Applying Virtual Assistant Technology (I615),Online - Self-paced,English/Anglais,0,Confirmed,N/a,Unknown
Department of Employment and Social Development,Ontario,2020-08-14 0:00,I631,Achieving Digital Dexterity (I631),Online - Self-paced,English/Anglais,0,Cancelled,N/a,Unknown
Department of Employment and Social Development,Ontario,2020-08-17 0:00,I605,Building a Culture of Design Thinking (I605),Online - Self-paced,English/Anglais,0,Confirmed,N/a,Unknown
Department of Employment and Social Development,Ontario,2020-09-08 0:00,I602,Digital in Practice (I602),Virtual Classroom,English/Anglais,0,Confirmed,Delivered - Normal,Jean-Marc Dupont
Department of Employment and Social Development,Ontario,2020-09-11 0:00,I558,Agile Stakeholder Engagement and Team Development (I558),Online - Self-paced,English/Anglais,0,Confirmed,N/a,Unknown
Department of Employment and Social Development,Ontario,2020-09-15 0:00,I602,Digital in Practice (I602),Virtual Classroom,French/Français,0,Cancelled,Delivered - Normal,Isa David
Department of Employment and Social Development,Ontario,2020-09-22 0:00,I605,Building a Culture of Design Thinking (I605),Online - Self-paced,English/Anglais,0,Confirmed,N/a,Unknown
Department of Employment and Social Development,Ontario,2020-10-13 0:00,I602,Digital in Practice (I602),Virtual Classroom,English/Anglais,0,Confirmed,Open - Normal,Jean-Marc Dupont
Department of Employment and Social Development,Ontario,2020-11-16 0:00,I602,Digital in Practice (I602),Virtual Classroom,English/Anglais,0,Confirmed,Open - Normal,Jean-Marc Dupont
Department of Employment and Social Development,Ontario,2021-01-12 0:00,I602,Digital in Practice (I602),Virtual Classroom,English/Anglais,0,Confirmed,Open - Normal,Elizabeth McKeown
Department of Employment and Social Development,Ontario_NCR,2020-07-06 0:00,I621,Getting Started with Cloud Computing (I621),Virtual Classroom,English/Anglais,0,Confirmed,Open - Normal,Unknown
Department of Employment and Social Development,Ontario_NCR,2020-07-09 0:00,I500,Discover Digital for Executives (I500),Virtual Classroom,English/Anglais,0,Confirmed,Delivered - Normal,Elizabeth McKeown
Department of Employment and Social Development,Ontario_NCR,2020-07-29 0:00,I500,Discover Digital for Executives (I500),Virtual Classroom,English/Anglais,1,Cancelled,Delivered - Normal,"Elizabeth McKeown, Jean-Marc Dupont"
Department of Employment and Social Development,Ontario_NCR,2020-09-21 0:00,I500,Discover Digital for Executives (I500),Virtual Classroom,French/Français,0,Cancelled,Delivered - Normal,"Daniel Richer, Jean-Marc Dupont"
Department of Employment and Social Development,Ontario_NCR,2020-09-25 0:00,I500,Discover Digital for Executives (I500),Virtual Classroom,French/Français,0,Confirmed,Open - Normal,"Daniel Richer, Jean-Marc Dupont"
Department of Employment and Social Development,Ontario_NCR,2020-10-09 0:00,I602,Digital in Practice (I602),Virtual Classroom,English/Anglais,0,Confirmed,Open - Normal,Richard Landry
Department of Employment and Social Development,Outside Canada,2020-09-08 0:00,I557,Developing and Supporting an Agile Mind-set (I557),Online - Self-paced,French/Français,0,Confirmed,N/a,Unknown
Department of Employment and Social Development,Outside Canada,2020-09-16 0:00,I519,Exploring Data Visualization (I519),Online - Self-paced,English/Anglais,0,Confirmed,N/a,Unknown
Department of Employment and Social Development,Outside Canada,2020-09-17 0:00,I632,Agile Principles and Methodologies (I632),Online - Self-paced,French/Français,0,Confirmed,N/a,Unknown
Department of Employment and Social Development,Quebec,2020-07-06 0:00,I621,Getting Started with Cloud Computing (I621),Virtual Classroom,English/Anglais,0,Confirmed,Open - Normal,Unknown
Department of Employment and Social Development,Quebec,2020-09-08 0:00,I514,Making Data-driven Decisions (I514),Online - Self-paced,French/Français,0,Confirmed,N/a,Unknown
Department of Employment and Social Development,Quebec,2020-09-09 0:00,I502,Best Practices for Digital Transformation (I502),Online - Self-paced,French/Français,0,Confirmed,N/a,Unknown
Department of Employment and Social Development,Quebec,2020-09-09 0:00,I514,Making Data-driven Decisions (I514),Online - Self-paced,French/Français,0,Confirmed,N/a,Unknown
Department of Employment and Social Development,Quebec,2020-09-09 0:00,I520,Big Data Fundamentals (I520),Online - Self-paced,French/Français,0,Confirmed,N/a,Unknown
Department of Employment and Social Development,Quebec,2020-09-09 0:00,I630,Getting Started with Machine Learning (I630),Online - Self-paced,French/Français,0,Confirmed,N/a,Unknown
Department of Employment and Social Development,Quebec,2020-09-14 0:00,I612,How Blockchain Technology is Transforming Businesses (I612),Online - Self-paced,French/Français,0,Confirmed,N/a,Unknown
Department of Employment and Social Development,Quebec,2020-09-14 0:00,I630,Getting Started with Machine Learning (I630),Online - Self-paced,French/Français,0,Confirmed,N/a,Unknown
Department of Employment and Social Development,Quebec,2020-09-14 0:00,I635,Cultivating Enterprise Agile (I635),Online - Self-paced,French/Français,0,Confirmed,N/a,Unknown
Department of Employment and Social Development,Quebec,2020-09-14 0:00,I636,Enabling Business-IT Collaboration and Strategic Alignment (I636),Online - Self-paced,French/Français,0,Confirmed,N/a,Unknown
Department of Employment and Social Development,Quebec,2020-09-15 0:00,I558,Agile Stakeholder Engagement and Team Development (I558),Online - Self-paced,French/Français,0,Confirmed,N/a,Unknown
Department of Employment and Social Development,Quebec,2020-09-15 0:00,I602,Digital in Practice (I602),Virtual Classroom,French/Français,0,Cancelled,Delivered - Normal,Isa David
Department of Employment and Social Development,Quebec,2020-09-15 0:00,I613,Creating Engagement with Virtual Reality (I613),Online - Self-paced,French/Français,0,Confirmed,N/a,Unknown
Department of Employment and Social Development,Quebec,2020-09-16 0:00,I519,Exploring Data Visualization (I519),Online - Self-paced,French/Français,0,Confirmed,N/a,Unknown
Department of Employment and Social Development,Quebec,2020-09-16 0:00,I635,Cultivating Enterprise Agile (I635),Online - Self-paced,French/Français,0,Confirmed,N/a,Unknown
Department of Employment and Social Development,Quebec,2020-09-18 0:00,I638,The Essential Role of the Agile Product Owner (I638),Online - Self-paced,French/Français,0,Confirmed,N/a,Unknown
Department of Employment and Social Development,Quebec,2020-09-22 0:00,I557,Developing and Supporting an Agile Mind-set (I557),Online - Self-paced,English/Anglais,0,Confirmed,N/a,Unknown
Department of Employment and Social Development,Quebec,2020-10-05 0:00,I621,Getting Started with Cloud Computing (I621),Virtual Classroom,French/Français,0,Confirmed,Open - Normal,Unknown
Department of Employment and Social Development,Quebec,2020-10-19 0:00,I602,Digital in Practice (I602),Virtual Classroom,French/Français,0,Confirmed,Open - Normal,Jean-Marc Dupont
Department of Employment and Social Development,Quebec,2020-11-09 0:00,I602,Digital in Practice (I602),Virtual Classroom,French/Français,0,Confirmed,Open - Normal,Isa David
Department of Employment and Social Development,Quebec,2020-12-15 0:00,I602,Digital in Practice (I602),Virtual Classroom,English/Anglais,0,Confirmed,Open - Normal,Elizabeth McKeown
Department of Employment and Social Development,Québec_NCR,2020-07-06 0:00,I621,Getting Started with Cloud Computing (I621),Virtual Classroom,English/Anglais,0,Cancelled,Open - Normal,Unknown
Department of Employment and Social Development,Québec_NCR,2020-07-06 0:00,I621,Getting Started with Cloud Computing (I621),Virtual Classroom,English/Anglais,0,Confirmed,Open - Normal,Unknown
Department of Employment and Social Development,Québec_NCR,2020-07-09 0:00,I500,Discover Digital for Executives (I500),Virtual Classroom,English/Anglais,1,Cancelled,Delivered - Normal,Elizabeth McKeown
Department of Employment and Social Development,Québec_NCR,2020-08-06 0:00,I500,Discover Digital for Executives (I500),Virtual Classroom,English/Anglais,0,Cancelled,Delivered - Normal,"Elizabeth McKeown, Jean-Marc Dupont"
Department of Employment and Social Development,Québec_NCR,2020-08-11 0:00,I500,Discover Digital for Executives (I500),Virtual Classroom,French/Français,0,Cancelled - Class Cancelled,Cancelled - Normal,Unknown
Department of Employment and Social Development,Québec_NCR,2020-08-19 0:00,I610,Achieving Customer-centric Design with User Personas (I610),Online - Self-paced,English/Anglais,0,Confirmed,N/a,Unknown
